,id,A Symbol,B Symbol,A UniProt,B UniProt,DB Source
430,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
431,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
432,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
433,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
434,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
435,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
436,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
437,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
438,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
439,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
440,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
441,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
442,Tnfrsf1a,TNFRSF1A,TNFAIP3,P19438,P21580,BIOGRID
443,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
444,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
445,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
446,Tnfrsf1a,TNFRSF1A,TNFAIP3,P19438,P21580,BIOGRID
447,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
448,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
449,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
450,Tnfrsf1a,TNFRSF1A,RIPK1,P19438,Q13546,BIOGRID
451,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
452,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
453,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
454,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
455,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
456,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
457,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
458,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
459,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
460,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
461,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
462,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
463,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
464,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
465,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
466,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
467,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
468,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
469,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
470,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
471,Ikbkg,IKBKG,TNFAIP3,Q9Y6K9,P21580,BIOGRID
472,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
473,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
474,Ikbkg,IKBKG,RIPK1,Q9Y6K9,Q13546,BIOGRID
475,Tlr3,TLR3,RIPK1,O15455,Q13546,BIOGRID
476,Tlr3,TLR3,RIPK1,O15455,Q13546,BIOGRID
477,crp,FN1,CRP,P02751,P02741,BIOGRID
478,crp,MAPK3,CRP,P27361,P02741,BIOGRID
479,crp,MAPK8IP2,CRP,Q13387,P02741,BIOGRID
